variant,rank,rulebook_hash,label,composite_fitness,avg_exp,min_exp,neg_count,avg_dd_abs,worst_dd_abs,exp_stdev,total_trades,expectancy_pct,max_drawdown_pct,trade_count,win_rate,profit_factor,fitness,exit_dist
baseline_live,baseline,471438f38d990374d81712195b670d1997790714eb910a7435b54c0665ed11be,2022,-15.146574233089893,3.9334665458454463,-2.276452025197604,1,8.947576850413995,26.641044997597003,7.182400727053883,18,1.5930773989312765,0.0,1,100.0,904.2307316333927,-14.72076780320617,"{""breakeven_stop"": 1}"
baseline_live,baseline,471438f38d990374d81712195b670d1997790714eb910a7435b54c0665ed11be,2023,-15.146574233089893,3.9334665458454463,-2.276452025197604,1,8.947576850413995,26.641044997597003,7.182400727053883,18,16.138094843968123,0.0,3,100.0,22758.184248422855,-3.790703087131284,"{""time_out"": 2, ""trailing"": 1}"
baseline_live,baseline,471438f38d990374d81712195b670d1997790714eb910a7435b54c0665ed11be,2024,-15.146574233089893,3.9334665458454463,-2.276452025197604,1,8.947576850413995,26.641044997597003,7.182400727053883,18,0.27914596567999034,-9.149262404058979,7,85.71428571428571,1.421773712107185,-4.916448844933894,"{""breakeven_stop"": 5, ""fold_end_mark_to_market"": 1, ""trailing"": 1}"
baseline_live,baseline,471438f38d990374d81712195b670d1997790714eb910a7435b54c0665ed11be,2025H2,-15.146574233089893,3.9334665458454463,-2.276452025197604,1,8.947576850413995,26.641044997597003,7.182400727053883,18,-2.276452025197604,-26.641044997597003,7,71.42857142857143,0.40631964607909943,-122.76452025197604,"{""breakeven_stop"": 4, ""stop_loss"": 2, ""trailing"": 1}"
ga_top1,1,de38cbfa0e0beb13866c0928bf53de6998297d4f0750666afe11733b82c569e6,2022,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,8.084781373525976,0.0,1,100.0,4588.921907613344,-7.5,"{""time_out"": 1}"
ga_top1,1,de38cbfa0e0beb13866c0928bf53de6998297d4f0750666afe11733b82c569e6,2023,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,5.997370816194187,0.0,3,66.66666666666666,2.5363969747007737,12.327790581945639,"{""stop_loss"": 1, ""time_out"": 2}"
ga_top1,1,de38cbfa0e0beb13866c0928bf53de6998297d4f0750666afe11733b82c569e6,2024,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,4.826821429069768,-7.863787092918244,8,87.5,6.548096286029261,53.36063961398289,"{""stop_loss"": 1, ""time_out"": 2, ""trailing"": 5}"
ga_top1,1,de38cbfa0e0beb13866c0928bf53de6998297d4f0750666afe11733b82c569e6,2025H2,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,5.217398246182773,-16.162467311262276,7,57.14285714285714,2.611452826458525,28.241748512900884,"{""stop_loss"": 3, ""time_out"": 1, ""trailing"": 3}"
ga_top2,2,90cd26bdc0736cc11200b539c46fedf7dec0a52b5c3af4428c2577aa51e9e933,2022,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,8.084781373525976,0.0,1,100.0,4588.921907613344,-7.5,"{""time_out"": 1}"
ga_top2,2,90cd26bdc0736cc11200b539c46fedf7dec0a52b5c3af4428c2577aa51e9e933,2023,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,5.997370816194187,0.0,3,66.66666666666666,2.5363969747007737,12.327790581945639,"{""stop_loss"": 1, ""time_out"": 2}"
ga_top2,2,90cd26bdc0736cc11200b539c46fedf7dec0a52b5c3af4428c2577aa51e9e933,2024,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,4.826821429069768,-7.863787092918244,8,87.5,6.548096286029261,53.36063961398289,"{""stop_loss"": 1, ""time_out"": 2, ""trailing"": 5}"
ga_top2,2,90cd26bdc0736cc11200b539c46fedf7dec0a52b5c3af4428c2577aa51e9e933,2025H2,10.254593081912143,6.031592966243176,4.826821429069768,0,6.00656360104513,16.162467311262276,1.258087962973165,19,5.217398246182773,-16.162467311262276,7,57.14285714285714,2.611452826458525,28.241748512900884,"{""stop_loss"": 3, ""time_out"": 1, ""trailing"": 3}"
ga_top3,3,ab3c5cab36ef9dcae54b9038d580951b465e5d609633f829c0df9032e28e6c43,2022,10.208849103501027,6.021242965061234,4.809727764959979,0,6.00656360104513,16.162467311262276,1.2661322897037846,19,8.084781373525976,0.0,1,100.0,4588.921907613344,-7.5,"{""time_out"": 1}"
ga_top3,3,ab3c5cab36ef9dcae54b9038d580951b465e5d609633f829c0df9032e28e6c43,2023,10.208849103501027,6.021242965061234,4.809727764959979,0,6.00656360104513,16.162467311262276,1.2661322897037846,19,5.997370816194187,0.0,3,66.66666666666666,2.5363969747007737,12.327790581945639,"{""stop_loss"": 1, ""time_out"": 2}"
ga_top3,3,ab3c5cab36ef9dcae54b9038d580951b465e5d609633f829c0df9032e28e6c43,2024,10.208849103501027,6.021242965061234,4.809727764959979,0,6.00656360104513,16.162467311262276,1.2661322897037846,19,4.809727764959979,-7.863787092918244,8,87.5,6.527247403432201,53.36063961398289,"{""stop_loss"": 1, ""time_out"": 2, ""trailing"": 5}"
ga_top3,3,ab3c5cab36ef9dcae54b9038d580951b465e5d609633f829c0df9032e28e6c43,2025H2,10.208849103501027,6.021242965061234,4.809727764959979,0,6.00656360104513,16.162467311262276,1.2661322897037846,19,5.193091905564794,-16.162467311262276,7,57.14285714285714,2.6047000097724258,28.056076353791067,"{""stop_loss"": 3, ""time_out"": 1, ""trailing"": 3}"
