ticker,model_hash,origin_train_label,gene_type,group,feature,feature_definition,low_norm,high_norm,width_norm,low_value,high_value,min_width_pass,bilateral,fallback_applied_any_generation,fallback_event_count,group_threshold,group_size,g3_member_floor_norm,fitness_consistency_lambda,stress_role,lambda_source,threshold_min_allowed,threshold_max_allowed,threshold_floor_valid
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.2682427350579286,0.8689320235253528,0.6006892884674242,19.225811825416745,62.24103380082813,True,True,True,12.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.0272419795171278,0.7591813464559714,0.7319393669388434,1.0853756305848254,30.247322230009527,True,True,True,22.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.0975593527148626,0.7768252807214315,0.6792659280065689,0.0996774032503975,0.7773490773113877,True,True,True,20.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.0259686014770865,0.1766810274523217,0.1507124259752352,-4.161015363403938,1.9039066151979047,True,True,True,17.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.2460180489999431,0.7310416796872592,0.4850236306873161,0.4460939801454908,3.508082645984784,True,True,True,22.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.0616594979730826,0.9401667924324618,0.8785072944593791,2.520671020770981,7.925152347288811,True,True,True,28.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.1044666356574317,0.8482096439588604,0.7437430083014287,1.884048841462599,7.144389051083919,True,True,True,19.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.1162953627255416,0.5067498007894898,0.3904544380639482,18.90283622879316,60.64150757868687,True,True,True,20.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.2824498552855486,0.9807268690364466,0.6982770137508979,16.023295057532582,53.299576520120205,True,True,True,15.0,,3,0.015009759672486033,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.2247061483213055,0.910337430742172,0.6856312824208665,0.6398801435669939,1.7321636357331411,True,True,True,20.0,,3,0.1726043842598029,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.0525497693217231,0.9492346760919864,0.8966849067702632,0.5701875238854477,4.353518836330321,True,True,True,17.0,,3,0.06919934695283236,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.0,0.1270561900069164,0.1270561900069164,0.315670186220348,2.193749523598022,True,True,True,20.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.061622747938822,0.850352704637267,0.7887299566984449,1.5619417900823167,17.86087907742013,True,True,True,21.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0159641115393828,0.7605388823822162,0.7445747708428334,-57.02009924797032,651.4430550526412,True,True,True,16.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,GROUP_THRESHOLD,G1_PULLBACK,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,GROUP_THRESHOLD,G2_VOLATILITY,,unweighted feature-pass count required for group pass,,,,,,,,,,3.0,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,3.0,1.0
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,GROUP_THRESHOLD,G3_RANGE_EXPANSION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,"[0.015009759672486033, 0.1726043842598029, 0.06919934695283236]",0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
AAP,4c864eb552a8500fd0d14c2b093e85d797037d135a796eb01ff74035550d4b8f,train_1,GROUP_THRESHOLD,G4_VOLUME_CONFIRMATION,,unweighted feature-pass count required for group pass,,,,,,,,,,2.0,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,2.0,2.0,1.0
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G1_PULLBACK,pullback_from_high5_pct,D-5~D-1 최고가 대비 D-1 close 하락률(%),0.1845837644723643,0.728941110363175,0.5443573458908106,3.836173131595212,15.149459705103462,True,True,True,19.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G1_PULLBACK,fade_after_surge_score,초반 최대상승률 + 최근 2일 음의 누적수익률 절대값,0.1747698555897878,0.5827317575797754,0.4079619019899875,2.5965832322495723,8.6577373742442,True,True,True,17.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_close_pos5,1 - D-1 close의 D-5~D-1 range 위치,0.3558996542970675,0.9527169079808644,0.5968172536837968,0.3558996542970675,0.9527169079808644,True,True,True,17.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G1_PULLBACK,inv_ret_d1_pct,-(D-2 close 대비 D-1 close 수익률 %),0.0006550624616684,0.4670623224964223,0.4664072600347538,-8.129704604873135,0.7852099903677541,True,True,True,22.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G2_VOLATILITY,single_up_day5_pct,D-5~D-1 최대 단일 일수익률(%),0.4116482321334404,0.9153171920595116,0.5036689599260711,3.2125400807208764,7.432684647580096,True,True,True,26.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G2_VOLATILITY,atr14_pct,100*ATR14[D-1]/Close[D-1],0.2888798190034637,0.878135523342153,0.5892557043386892,3.698690992325118,5.427400743954349,True,True,True,24.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G2_VOLATILITY,realized_vol20_pct,D-20~D-1 일수익률 sample std(%),0.7798014875411372,0.8808250178348704,0.1010235302937332,3.405404353693779,3.671244148968737,True,True,True,24.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G2_VOLATILITY,bb_width20_pct,100*(BB upper-BB lower)/BB middle at D-1,0.208713980653274,0.9222005270437494,0.7134865463904754,12.396169127630356,40.80542849703837,True,True,True,20.0,,4,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,true_range_d1_pct,D-1 true range / D-1 close(%),0.0480542447201591,1.0,0.9519457552798408,1.7566464627356424,15.316901032203535,True,True,True,20.0,,3,0.07970314483734416,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_atr14,D-1 high-low / ATR14[D-1],0.1338699457863298,0.5512743268988748,0.4174043811125449,0.6579141983183607,1.8581774127432136,True,True,True,16.0,,3,0.11343761700857279,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G3_RANGE_EXPANSION,range_vs_range20,D-1 range% / D-21~D-2 mean range%,0.3226710228483728,0.4870667162736309,0.1643956934252581,1.513485388476428,2.157991013655684,True,True,True,17.0,,3,0.09565721469923098,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio5_prior,D-1 volume / D-6~D-2 mean volume,0.092070309460306,0.7586801450106454,0.6666098355503394,0.7557433780279021,4.4594081264394845,True,True,True,22.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_ratio20_prior,D-1 volume / D-21~D-2 mean volume,0.0713519194581273,0.8475655259932329,0.7762136065351055,0.9212866745070212,7.191349095573882,True,True,True,17.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
AAP,b23fda7a4ef2c072e4af37085fb53c557e3bbe3a63c401b69acbeaa70c8eff82,train_2,FEATURE_INTERVAL,G4_VOLUME_CONFIRMATION,volume_chg1_pct,100*(D-1 volume/D-2 volume-1),0.0985248654889944,0.6474284520374572,0.5489035865484628,-38.72068908174063,137.0058910901836,True,True,True,17.0,,3,,0.3,FITNESS_SCORER_ONLY,RUNTIME_CONSTANT_ONLY,,,
