path,mtime_utc,size_bytes,sha256,match_class
"data/_system/analysis/boil_event_off_combined_20260711/boil_applicability.csv",2026-07-11T13:57:06.879147+00:00,4336,dcfe388ca918acb915cb82eb5c51c958fa88518434fb7691aa1d7a6a6182c350,EXACT_ID_OR_HASH
"data/_system/analysis/boil_event_off_combined_20260711/combined_classification.csv",2026-07-11T13:57:26.334112+00:00,3324,16288754b8ce132278e773b6347932390413ba15dcb0138d4141be96fe6605e5,EXACT_ID_OR_HASH
"data/_system/analysis/boil_v3_shadow/candidate_gate_20260711.jsonl",2026-07-11T17:16:14.315767+00:00,313857,092f1ec929e52f9d876b90d520c30467ccdaf498703f9b676688c0221e2adf0f,EXACT_ID_OR_HASH
"data/_system/analysis/boil_v3_shadow_impl_20260711/dryrun_comparison.csv",2026-07-11T15:07:10.303643+00:00,1320,249700731ee6100e7d04b6652f7e154ab3cf3afe9cdb1795a08c93c6bd34b8a1,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_candidate_decisions.csv",2026-07-10T16:22:47.709216+00:00,8379589,e2f88a8e5a227581156342bb48d5f7d7dac8bde887362799faa7939b4cda1b80,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_dryrun_summary.json",2026-07-10T16:22:48.303215+00:00,3883,f3108189ef1c2ce3561652a3871423c970ded077c3940064fc300f42a76cbe35,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_final_candidates_coverage_aware.csv",2026-07-10T16:22:48.244215+00:00,47387,ea708133d93ec64fd0947eb6b63bc1c4ace4ecf0dc32aec96c40e9c249e057bb,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_final_candidates_fail_closed.csv",2026-07-10T16:22:48.246215+00:00,3117,ab898ca908dde5d1be95d195c30c451a6c1f445bdeb7a317da08fa97539ad666,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_final_candidates_judged_only.csv",2026-07-10T16:22:48.247215+00:00,3117,ab898ca908dde5d1be95d195c30c451a6c1f445bdeb7a317da08fa97539ad666,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/all_block_gate_dryrun_readout.md",2026-07-10T16:24:36.432021+00:00,6182,9fd06e61e6e9d9f50cb45e099175cfec3e4f85aa52c0ea752ab296a9650b59df,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/boil_block_final_candidates.csv",2026-07-10T18:04:15.757319+00:00,49264,faabfdf66643236e3512bd3b139eb01ad2d9c99e4f373e49537cbc0d9f940f2e,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/candidate_data_freshness_live18.csv",2026-07-10T10:35:24.347526+00:00,9022,5afc6733d3956d27624692536a5551e64b19b72c5a0a455ce8d6fa8a55dc4ef7,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/candidate_denylist11_live_pool_after.csv",2026-07-10T10:01:56.928119+00:00,1855,5ee304857b8b0222e0b82770ccb4a570b24bdfa0487332f97493916982198862,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/candidate_denylist11_readout.md",2026-07-10T10:02:34.314053+00:00,6504,7df52944b88f9c2b62652bbf5c664cbfcf6af174e8d5ab136842cd40bb799c68,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/candidate_denylist_implementation_readout.md",2026-07-10T09:51:41.108222+00:00,8452,72807f379ef8da9296084790abd183265eb7675449478f825192399a10d92cef,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/candidate_denylist_live_pool_after.csv",2026-07-10T09:50:51.168311+00:00,1595,66cdf61f8f62362abd7aac415148891bfb94b387a2d0c330c65926c3ae098431,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/ce_origin_full_calculation.csv",2026-07-10T16:36:46.868713+00:00,10830582,ae418af098fb9fb5b502d37a7d6f16fd265318acc0c6cc7c295cdde80bd6f8d7,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/ce_origin_live93_parity.csv",2026-07-10T16:37:30.463635+00:00,25368,1224520264137da65675d6c081812f1ee965322b0d0406be5a8733a2ca9c3cdb,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/chase_gate_live18_scan.csv",2026-07-10T10:09:29.477309+00:00,3548,17e1a106ca1487a545eb709e7946ec7ae2bf0f4e7211c3161f1a201f5d34ee9a,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/entry_quality_chase_design_live18.csv",2026-07-10T10:49:01.435063+00:00,5697,13cc33feaa2092a6c78a6dc368430d0e79bf77ad611437c3b5190382c0b9efeb,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/filter_gate_lineage_snapshot.json",2026-07-10T15:24:01.019529+00:00,14967,da6395efd30175a8d2377d1d5c13ab13f91cada0cf0e29c1ce1697dfb3037c5c,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/filter_simulation.csv",2026-07-09T19:02:29.855780+00:00,2809,8fe0f0a153e8d15355754161549c1749f8a2ada50d0c451d008ca474632a3662,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/integrated_gate_candidate_dryrun.csv",2026-07-10T16:06:36.830954+00:00,9957886,641b47c82421bfb7724f3a2e70550f1dbbfae33d1a842ecc88d23649bf461732,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/integrated_gate_pass_candidates.csv",2026-07-10T16:06:36.933954+00:00,54497,db0fb1551c9bd4a5691fb12591c08bba5fd3c6cc993f2bc84abd11a5696f98e6,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live18_delayed_entry_condition_summary.csv",2026-07-10T11:59:30.940490+00:00,6832,3d8faf36534fe0b295268d0a801704de339abe922d2783fb2b9a75363ca3b698,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live18_delayed_entry_mapping.csv",2026-07-10T12:02:13.304199+00:00,37045,12da6d06903859fb04a2ec0aad5393495f629fb5cee3494d635ef7e29aead0d1,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live26_overfit_scan.csv",2026-07-09T19:46:54.711977+00:00,8701,358b96b8a38a7b8047392574e7ef627993ae0107a58fa097dfdb0da22c4ca707,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live26_overfit_scan_readout.md",2026-07-09T19:47:47.266883+00:00,12698,e878d3a5654d6482ac37f68eac558cf5e4d548e0d32c4e6657f8ca582af52ae1,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live93_three_symptom_scan.csv",2026-07-10T09:27:58.863767+00:00,35954,0ed95ec455014e69dd221b2d95acd6a48f7a14bdfef06f462505cb6c6e701991,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/live93_volume_weight_defect_scan.csv",2026-07-09T19:59:30.029630+00:00,27330,055db01e866555fa4d6d1768c64f84bead339214c7b1beda62493f2ca23c0031,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/sparse_indicator_entry_n2_market_cap.csv",2026-07-10T16:46:29.256670+00:00,12237467,de80ca83bf7f5cdf7966553c5bdb4e8bd9c1fb6192221f7f952ae54c3d2c5e11,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/sparse_indicator_entry_n2_neutral.csv",2026-07-10T16:46:30.200669+00:00,11534630,387dc2002e2e824833d9289e82de09bcad72073bf45a8b1ac4f5b72686e92ae2,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/sparse_indicator_entry_structure_full.csv",2026-07-10T16:46:28.067673+00:00,13616656,52f94dcc3d8fa7bca74bc5a1799a40432b01400acd578531d3351148d726fde3,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/threshold_p99_block_candidate_decisions.csv",2026-07-10T17:23:34.901689+00:00,6606942,132184b4f47841667ca856fd72b3f9f231094b3a5e53d8d047f741b05d232237,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/threshold_p99_block_combined_selected_candidates.csv",2026-07-10T17:23:35.238688+00:00,51260,1d5277e3991efc655d06ce9b67228a1cdbe8463fc4af6156f1e525e20997d058,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/threshold_p99_weightless_block_candidate_decisions.csv",2026-07-10T17:31:26.993845+00:00,8931411,481e08e129a033b2bf4c209209b9ddfdd0d22a67e92df2dc6a107761729274a1,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/threshold_p99_weightless_block_combined_selected_candidates.csv",2026-07-10T17:31:27.387844+00:00,50075,5072c30c0b0070a384d5430df645a662cd8f1d2e10637b8215aaef03d0a7d125,EXACT_ID_OR_HASH
"data/_system/analysis/candidate_selection_audit_20260710/unvalidated_gene_candidate_activity.csv",2026-07-10T13:19:16.928925+00:00,49943,e8a810b520950b3c21e2461af2977b31c1c82bc89c021fb26973d24c8e34ab36,EXACT_ID_OR_HASH
"data/_system/analysis/crs_underperformance_20260711/crs_basic_and_reasons.csv",2026-07-11T18:03:00.925735+00:00,4245,72e688c40ae7259d74547dc113d38cbb83aa7f86f4f2e5092d4da9951cd7b728,EXACT_ID_OR_HASH
"data/_system/analysis/crs_underperformance_20260711/readout.md",2026-07-11T18:05:20.424485+00:00,8876,111378c758c5e05cfc7ce65b51c88e8c8c6b8eaf81a6f490f0638d8305446e27,EXACT_ID_OR_HASH
"data/_system/analysis/direct_event_off_phase2_20260711/actual_off_results.csv",2026-07-11T14:08:20.212945+00:00,1830,1a2fb49e729a6fe858696e6a3027501c9177e402f64107a36943cab035ed8282,EXACT_ID_OR_HASH
