hash,rank_train,train_fitness,pass_2022,pass_2023,pass_2024,pass_2025H2,general_pass_count,survives_all4,2022_exp,2022_dd,2022_trades,2022_member,2023_exp,2023_dd,2023_trades,2023_member,2024_exp,2024_dd,2024_trades,2024_member,2025H2_exp,2025H2_dd,2025H2_trades,2025H2_member
169f2e8e3aa18ff4e54ac3b9d62b57ca3c5c8ca9727b8410e41bc471e48d4ecb,5,98.22951966627618,True,True,True,True,3,True,4.308425621401199,-0.4920217704000791,11,51.767677,6.09310456036871,0.0,5,76.818182,4.073045207387162,-6.28799001816855,7,50.252525,1.1770504139149887,-27.026344228917285,12,62.828283
a73f54afb3311dd03f7758f133ab85a331c7736e7115bde87eb9734e3046cc2e,9,37.17622956379347,True,True,True,True,3,True,6.22214254935327,0.0,7,73.686869,4.866998525735596,0.0,6,62.676768,8.433151838667323,0.0,7,77.929293,0.01137479806165204,-40.82359075880929,13,38.484848
d136a4638d10926f2b3eae7d8332ed1290d6964952c1bbdc8bf715d754f0d867,33,55.312160590175175,True,True,True,True,3,True,6.887921920486449,-1.067680431914063,9,77.676768,2.6153350126133006,-0.6728999691319766,5,32.828283,1.6616948563046112,-7.5943259504184475,7,28.585859,0.8093307796240549,-35.108905004039244,11,52.626263
6fe592615b651650cb03b37ee3c38bad510b2911fbe455e5eaf5048bb68bb9b3,35,110.11845704907071,True,True,True,True,3,True,4.5267140601678415,-2.2235344902957905,11,52.626263,1.513970012762582,-8.820924168026504,6,13.080808,11.247976589083594,0.0,6,85.707071,0.9091241314042039,-33.08994569981222,15,56.363636
204cc54616e09417b455ba2b9f1c49c298f24a505b00cca33cd978b8cd093634,49,70.76370064520223,True,True,True,True,3,True,2.8523369783696766,-15.381260228202251,12,26.767677,4.443536966680082,-10.644988266491715,9,51.717172,3.650708961718209,-6.28799001816855,8,48.131313,1.0177257718388806,-25.580605405188933,15,60.606061
96df33bda12fa0ba1398815001f0e7d402cfbb451085c82de9c2d680b64df0eb,50,50.447550309094055,True,True,True,True,3,True,6.029948148703847,-18.267677467521214,8,54.89899,4.835753429299539,-1.2265015545512288,6,58.030303,6.124015797864677,0.0,5,68.737374,0.5270512739290576,-34.87858010360462,14,46.363636
9c5a441671c53f2f24d1b19d62228c81dba8741325ef2bed7813961ca35685ff,82,25.81533964878936,True,True,True,True,3,True,2.9252449634057833,0.0,5,42.575758,4.012123023878444,-1.2265015545512288,6,50.252525,2.879911004511178,-17.9656815161463,7,34.848485,0.534136119453257,-27.799298372522234,14,49.89899
b519849f2bbfbd86cfb138f184e3804a5afcf3aeb993daf622bb20d1861bea78,16,43.75,True,True,True,False,3,False,8.161001527886386,0.0,9,88.535354,3.4826153114323164,0.0,5,44.292929,5.352585051825081,0.0,8,62.373737,-0.752317135665646,-59.202764505386256,13,25.353535
0ebfd8ebd637100dcd90836d8f50951bbee625ab1fa92d9c4e8f8d9188332f8c,34,111.22277277198904,True,True,True,False,3,False,7.409618273634576,-0.13790576430527324,10,82.474747,3.1152592057452413,-8.820924168026504,6,27.121212,8.517313720126987,0.0,7,78.636364,-0.5707348407832111,-26.987148415970957,13,30.808081
f02fbf984803830586e7a24b9dfb69a1d6d0c0e85d6e4fcc5ed16e93fd4922e2,37,50.14916330802981,True,True,True,False,3,False,6.134530731721953,-0.13790576430527324,7,69.747475,4.98540446205576,0.0,6,64.79798,13.469450744896722,0.0,5,89.949495,-0.474277476413444,-26.056104485097613,13,35.252525
828664c8938f77c67be41c4cf40a10eadaa16ba19679fbacc1508d0284a402dd,40,39.659475385457974,True,True,True,False,3,False,3.079308290325769,-13.272632121137582,8,29.79798,5.2986667952343325,-8.775299317685354,9,65.050505,5.7062408248260015,-7.548087494165543,13,60.606061,-2.1764012500167076,-54.666862551519635,16,8.787879
4fcf4de793ba2a8aece18ec739d08eed074b51c3e21132efcc9a91f0bf1773aa,43,47.11661108707371,True,True,True,False,3,False,4.644200764857423,-2.917989472155398,9,54.343434,2.5386203380984873,-2.978054514494155,6,28.888889,2.8254119793774723,-14.951635657675304,9,35.656566,-1.1711497075874682,-55.16806792343506,16,19.69697
cc2382b831b7e42110932f704f8d6b90b870d15dfbde1e12c8a9acba70672d77,47,32.55898439989438,True,True,True,False,3,False,3.816912639267467,-17.420556367169272,8,34.545455,3.8355191112371636,-8.92818102902281,7,44.848485,5.849825552929711,0.0,10,68.030303,-1.3121189336631889,-43.892727068710116,16,15.858586
8e2971fd72519ec88e73198534b4dcc7155edc4487446f6600d65dd65838e86f,8,43.75,True,False,True,True,2,False,6.046583537281241,0.0,9,70.151515,7.926079711731354,0.0,4,81.060606,4.687646786975245,0.0,7,57.424242,2.358477382020567,-19.794140380808805,14,71.818182
2538a2614b34bc59bfc8ef7695abe5023cd15d3a0fe1450a9a54930ae382399e,11,23.75,True,False,True,True,2,False,6.021357158313585,0.0,6,68.030303,11.303104156057493,0.0,4,87.424242,4.371527305445064,-5.285903225885519,7,51.363636,3.015504048686937,-36.81800288008061,9,72.828283
a1ef3fa440aff57f3622643b32ca73cf1057f51a64976a3a830e57987aa478d0,14,36.93383871433858,True,False,True,True,2,False,6.9498179691212565,0.0,6,82.171717,6.769591679652746,0.0,4,78.939394,6.796259550579087,0.0,6,72.272727,0.9718949659981578,-35.50213422312862,14,55.606061
e76793f46a9129f0f66d49f45183dc37d123a75aca9cc372b9e009f80736198f,36,47.53104085787154,True,True,False,True,2,False,6.776956570903709,-0.13790576430527324,6,76.818182,5.2781468357567976,-12.306953697418075,6,55.252525,6.353823068493059,0.0,4,70.858586,4.685396212138077,-11.65266076915518,12,82.929293
51c73d4eef37bf321aa0973a96111f1bcb3dee42758f2263c2cb7a3eb9c8c4f5,38,52.451968459157385,True,False,True,True,2,False,5.914096923305595,-10.885826931580757,7,61.212121,-2.847581850354261,-2.880472930606701,3,2.727273,9.032677016365792,-1.6094287764350312,5,77.070707,2.4164330711230706,-11.606515277380174,13,75.050505
ed6575aacf9ed6f80e55f1bc16203518346c6de2aa4c191aae72cebcd1ff4e47,42,25.92334351401501,True,False,True,True,2,False,5.024578297698787,0.0,7,61.666667,5.534214951207119,-1.2265015545512288,3,69.343434,3.382050431205582,-11.839751389665913,5,37.222222,2.423767451981962,-19.421459397421515,21,74.949495
8a590032856d16b7b86503ebf5c6984e06c4ce4ec9e3e5bc879d1f7c33b67b12,53,45.826867145215154,True,True,False,True,2,False,2.289697313166414,-22.151534749990866,13,22.727273,3.656284893817799,-5.462027823017827,5,42.222222,4.809812173583375,0.0,1,58.131313,2.968600305909864,-16.560975335937204,5,76.919192
36653ea089106864847651c438b0c2fb039e5304f718afea51156da3c0ccccdc,81,43.28859497747965,True,False,True,True,2,False,6.229335303438514,-18.384393321393418,6,59.090909,7.443901337582995,0.0,2,79.646465,4.964952420434266,-3.811866679339598,5,55.505051,4.580388261755183,-16.80816699726454,9,81.010101
29bb3dd1dea5c970b20e112fe02cab25695738769be507e53167f8f2acffd40f,6,6.744297083942472,False,True,True,True,2,False,2.081432361314157,0.0,4,36.919192,1.5635486524912818,-0.5487056699779709,5,25.151515,2.447754174381733,-0.292449260883636,5,41.212121,2.3674267127863815,-24.102153850035947,14,70.808081
dcf957c9dfc12ac645341d1bceac1443966809118f75283feed0d0f213c3f237,83,-108.51118811456374,False,True,True,True,2,False,-0.8511188114563745,-42.65708057217281,12,5.656566,4.090519243453034,-11.964436085181083,13,49.393939,5.089928486238789,-11.090179859068893,13,48.282828,0.6166133746827721,-40.287131991594244,14,47.777778
5811eabd79e578faaaa9a63482c801febdbce45b2c512a4fe2fe0719eb90dbae,92,-14.249366231715706,False,True,True,True,2,False,0.5654110128033432,-19.02005730357202,14,11.262626,5.57851826493206,0.0,7,73.989899,2.0273250286885327,-11.795636708019927,8,28.131313,3.3371181193843493,-19.1414146725334,11,79.79798
72acb54ca162731c4cba1cc66d6af7305438138753eb3b9a07e95f413d3a6a3d,12,43.75,True,True,False,False,2,False,6.7529118455471995,0.0,9,78.636364,3.5809488489203987,0.0,5,45.707071,4.542831374161369,0.0,4,56.717172,-1.945910025610321,-67.64197788096175,15,11.616162
fe63e9a322dfd8f79766932a0b2e50f3c82a13ee2c7a1d25c806178c3b28a7a1,15,43.75,True,False,True,False,2,False,7.517246655075882,0.0,7,86.414141,8.267945379570017,0.0,3,82.828283,8.671728256803178,0.0,5,79.343434,-0.47632167640152845,-35.50213422312862,13,32.272727
d6d5b893bf904cad18febc2f1bdde5bf40d4ba4dc089a02bd479e50732f08671,21,111.22277277198904,True,True,False,False,2,False,6.342390997020331,-0.13790576430527324,10,73.989899,3.8211232593799025,0.0,6,49.949495,10.185291720843603,0.0,4,82.878788,-1.4455070882904653,-32.67332458115673,9,18.888889
f2ead1f2fa6d13c9d53035cf2719b4c2d97f66cc5fe4764e3d851fad76dd07eb,22,111.22277277198904,True,True,False,False,2,False,6.374976911601683,-0.13790576430527324,10,74.69697,2.931612913351314,-0.54870566997797,6,35.959596,7.142672911798264,0.0,4,73.686869,-2.6560722451211523,-32.5360803671841,9,8.989899
6c5b8d3c85a19877ecd4fd7251d19befab4e0fe05791e7034098a56e4658523b,23,51.547149552049234,True,False,True,False,2,False,6.29548310160915,-0.13790576430527324,8,72.575758,4.632024507323199,0.0,4,59.141414,12.310226074044099,0.0,5,87.828283,-1.6842761448757337,-40.444027922561204,10,13.030303
dae8bc21dd19f40676abc4b5cd5d42f2d458c17d457a5c8015debda8431392de,28,54.12679688090014,True,True,False,False,2,False,7.865518369599339,-0.13790576430527324,6,85.30303,4.111867710269307,-2.977427042276119,5,51.818182,5.361005878730639,0.0,4,63.080808,-0.015303059807631263,-34.54169110586486,14,38.989899
bcff6047583830902702ffbd4701b29ba847a50021293d326f355e25ea10b8ce,45,50.94954784081196,True,False,True,False,2,False,5.528860366087529,-15.25955136217948,9,57.676768,0.38394738095563263,0.0,4,15.909091,2.621065591260827,0.0,7,47.525253,-1.4503889989948917,-62.439940912416475,16,15.858586
760ab84f7df0d8fa76b730bddfd8837667171141f5746bf0cf7ec4987b33a6ba,54,20.604651115548478,True,True,False,False,2,False,2.1358654826181205,-25.46484240908788,9,20.707071,2.5095488682365947,-2.9780545144941546,6,27.626263,5.607060292730356,0.0,4,65.20202,-0.5755024985506455,-23.228134437760804,7,31.717172
d017bba8a8ac6b226bfe0f77e351447b4cb29514df70a297afb3b4922677f8f2,56,44.207362380079424,True,False,True,False,2,False,7.164287301496074,-1.654376583333331,7,78.989899,-0.5434176164235716,-20.46668710576503,9,6.363636,2.8820658355887865,-11.839751389665913,6,36.717172,-0.08329571803176866,-21.712102144102175,11,40.30303
7b85a944aff1f7de071bc44440bc1f3bfaa1ea1314c6aba4d6a4b6aa27dd5549,93,100.07604063727238,True,False,True,False,2,False,5.725077451959385,-19.02005730357202,11,57.323232,-0.20915821512440086,-19.14300916808969,9,8.282828,1.845474956853286,-13.531949094615076,12,26.666667,-0.47775931903983615,-40.59203825900426,16,30.0
d819a10a13c3ffe37b680c7a2c4a490d8e36b456718104d579051ce8aa42e8f7,48,-150.0,False,True,True,False,2,False,-8.663757865849787,-18.226778356699572,2,1.767677,6.705125420687062,-0.54870566997797,6,74.848485,7.648204176594792,0.0,9,74.393939,-2.175033551987757,-27.531793335033317,11,13.030303
8d2c3b0e4eea1c62bc6825015a375beba20ac142f553c2f9dd94f38f3339c6de,74,2.1073006032234782,False,True,True,False,2,False,0.8992626250000032,0.0,2,31.969697,2.5326272116003876,-2.9780545144941546,6,28.333333,2.531022083726913,-10.258165241764164,10,32.727273,-3.2199873900371454,-41.40578776144708,9,4.242424
e4ddf88b4a94c66026d60d7ca56d8972affc84fd4939f32da9dade6688419aa5,76,-115.55714290413431,False,True,True,False,2,False,-1.5557142904134313,-26.317562988223443,14,5.555556,3.985910926543736,-11.441323452064474,12,47.373737,3.4943097162303394,-4.866422915332727,13,48.080808,-0.8990898467523406,-39.51771401927475,18,23.535354
2ba518af8797a947c82442f6b4c46e6bf92da220f778e17a8df1f4bfb578dce4,95,1.9763680184840573,False,True,True,False,2,False,0.7342728519748281,-17.46995000539801,16,13.535354,1.8341963562306518,-17.33075446108508,12,14.343434,2.622329361070886,-10.400059263415255,14,36.161616,-1.278265630508756,-64.14666938050708,20,18.383838
365db99320ca8474fcbfbff060d2c6f130ec34d4ca95eee303ae11abf0428694,97,-142.2543933321507,False,True,True,False,2,False,-4.22543933321507,-16.887123830606356,6,4.141414,2.9751237851467316,-10.239866952984537,8,26.262626,5.837537017038436,-0.8944927307457462,7,63.737374,-1.4561049256368217,-42.07980033134691,10,15.050505
09fbb55c9b2d22ad4614ada3972ebc33b24a2af079450d992b8bbfbc2b8a4c48,1,99.6463946297973,True,False,False,True,1,False,4.30019985392284,-0.13790576430527324,13,52.070707,3.7775320010213873,0.0,2,49.242424,0.0,0.0,0,15.30303,0.6527761112444794,-16.17041632926388,5,54.747475
13ee2136b1853fe69fc34d7dfcc7f204049e108f1a84061cdab76bf9e9047fc5,7,92.75,True,False,False,True,1,False,5.335551626431929,0.0,14,62.373737,5.878662147882659,0.0,2,75.40404,1.0634707800859444,0.0,1,37.626263,7.042097414233426,0.0,5,94.494949
27cc24e76e94aa1edc8800694ef1565bdbebd9253d69a17b70f8cdfdd976f2f6,13,43.75,True,False,False,True,1,False,5.8025450894198976,0.0,8,65.909091,8.441442970110685,0.0,2,83.888889,8.843391085440642,0.0,4,80.050505,0.1923073188167566,-44.4539956646511,15,39.89899
41f3fed822cde25bcdcfa07ea0d3b821aafd4960422b4d22cd8b2b7416939e2b,17,23.75,True,False,False,True,1,False,5.799952756707562,0.0,6,65.20202,8.267945379570017,0.0,3,82.828283,5.5313553885800975,0.0,4,63.787879,1.149685432399083,-26.722337821633673,11,61.717172
72dba87f0a748ef407b57e27bbc37c2222ce04ce40f0b68084b5fd647a11177c,19,90.84101017421678,True,False,False,True,1,False,3.909095722581751,0.0,13,51.060606,3.523845739933201,0.0,2,45.0,10.456536666903794,0.0,1,84.292929,2.506747883865334,-16.560975335937204,5,74.69697
7753879b25cdbd7f69b38b36aee9c5c13dceb523fe9781fec1c754ff05467543,20,55.57249749710563,True,False,False,True,1,False,7.22175187375134,-0.13790576430527324,9,81.060606,4.811616447999377,0.0,2,60.909091,2.1383359581895287,0.0,4,43.989899,1.4696586067974606,-24.13475857051526,15,65.252525
20a347755ce02fad465772fd0ade9ca7acf3b49d61b05bb5733e706634419b1a,24,97.94558218364232,True,False,False,True,1,False,3.730526241255903,-0.4920217704000791,11,43.282828,7.980399818559531,0.0,3,81.767677,12.734134199275996,0.0,1,88.535354,5.34277421999059,0.0,5,90.959596
993b005293a0941ba2fa4b7e3f699a49a757173d62500e569c44d7bd1b7d2b8f,25,109.48209341270707,True,False,False,True,1,False,6.069979475401393,-2.2235344902957905,11,67.474747,5.4231653836027,0.0,4,72.575758,11.18225118727682,0.0,3,85.0,1.3631375106897403,-23.187852812971215,8,63.737374
75f265ab8b2aa6da4fb92de470c06dc510b3a3f7b850bb7cf0bac1200729d5cb,30,97.45609413184924,True,False,False,True,1,False,3.812571292433229,-4.417851051262808,13,43.383838,4.796359489731764,0.0,3,59.848485,5.236915430296195,0.0,1,61.666667,0.3940803415082893,-6.145483323615433,5,52.626263
791f4b514b11ece4c75a04d84c6a1c554ad8ecc4a3dcb1a1cb5a2d46020d7840,32,108.93598566731437,True,False,False,True,1,False,4.294432474929321,-3.19872689278278,11,49.191919,1.5865495568838883,-5.6824987395923845,3,14.545455,0.0,0.0,0,15.30303,1.6130746281630017,-6.145483323615434,6,71.212121
42572eb826a971a12713448392a25a9370de7e3e00a71c8c36b5bbc0251e8c3a,39,86.7595692585389,True,False,False,True,1,False,3.2464286803010953,-2.6154880592890493,12,40.353535,-0.9414020437673886,-2.880472930606702,4,5.858586,11.868623395992353,0.0,3,87.121212,6.722934872414705,-9.560305165969815,7,92.424242
bcacedef73cc45572208a9461d303f92d5e794bdfb1306a6fb77e4ba7ff45f0c,41,70.50338497667825,True,False,False,True,1,False,3.398876884096644,-12.719695695270126,12,39.89899,4.084704283556248,0.0,3,54.89899,11.277799934756008,0.0,1,86.414141,4.884135201707054,-9.578748508223871,6,87.373737
0bb86852931fc881b5ddb2fe5f67b37ef9beb76bcd2b3ee570695380211b95bd,46,50.796370352721695,True,False,False,True,1,False,5.435604290492358,-14.417724930755814,9,57.070707,-1.0164740485590145,-2.547758221261052,3,5.959596,9.582960673045193,0.0,3,82.171717,0.33955408787742464,-32.6726987527548,11,43.838384
c705eb21367055ef58dccd55a04245bcbe1c0baacf4bec1da39146dcaf0fe542,58,23.75,True,False,False,True,1,False,4.909240025538984,0.0,7,60.959596,3.422432462906574,-7.330166592595917,3,29.292929,0.046465723757352695,0.0,8,23.888889,1.6627693140124833,-19.385400474038022,14,67.474747
217bf6971400aed8c145f7642950180464157c9886dd9b3ec49fdbfcc29089b7,64,43.75,True,False,False,True,1,False,8.676975255057451,0.0,5,89.242424,3.9551384033966555,-1.2265015545512288,2,48.838384,9.379160202872274,0.0,2,81.464646,0.5982979651479031,-8.92938742810122,6,54.444444
fb6193c15a863231764014750f596e429115d9557ba451e20d5ba964f5bccae4,70,53.946632427647614,True,False,False,True,1,False,4.808011229461052,-3.1667889488775316,6,55.656566,4.978981187336919,0.0,1,64.090909,1.628292533230173,-6.28799001816855,3,26.818182,0.6963053322342366,-34.45380187146146,9,50.707071
37d0a3b0b118ffc1a8e9a4c0e2baf383214322e0e593a683b535357f320fb58b,72,107.88762717074937,True,False,False,True,1,False,6.299844101237643,-6.30185624270942,12,70.606061,5.164831593849394,0.0,2,67.626263,0.0,0.0,0,15.30303,1.4003607024577847,-21.59834217366631,7,64.040404
f1adcd94b62766bacfc1b458273bb7b472e4b8ae20e0ae9f036ffb7760c0d33f,73,43.011456624596754,True,False,False,True,1,False,10.350473978354728,0.0,6,90.656566,5.362300725194058,0.0,3,71.161616,1.856262170691788,-4.57397365444909,3,30.40404,4.876434789083152,-15.844760004094487,9,84.040404
414b86e740d8d27eb9d5a999ac712a66ce8a2839e9f872519d93311025f12e36,78,43.75,True,False,False,True,1,False,10.426903072397293,0.0,7,91.363636,-2.839350346103641,-6.08871628498866,3,3.434343,2.570907864564034,-5.476850498757924,2,33.636364,0.3311949268594954,-23.37729025697064,13,45.656566
02a5de8f39cf309e82d5f342d3bf4b65fa4b064d47833ee2bc14f696e9e9647f,86,24.53991993897249,True,False,False,True,1,False,2.170468565616428,0.0,5,38.333333,1.8486902535990315,-0.54870566997797,4,27.474747,3.679015609975947,0.0,3,53.888889,0.8022362303104006,-24.25263295624694,12,54.848485
876fc604b95f17aa4e77369dfac898c6ffd2e1b94040e87b45e798876829d0c5,88,43.75,True,False,False,True,1,False,9.583104582270572,0.0,6,89.949495,2.9391219061684657,0.0,2,40.050505,8.197642394141242,0.0,3,77.222222,5.2033814550401525,-28.228563457546613,13,82.727273
4588134e4897a2919073b6d65c2e398c5339775fee7479a3c5c927c702fc1429,80,-144.75369370598932,False,False,True,True,1,False,-4.475369370598933,-18.267677467521214,3,2.676768,5.39342720949223,0.0,4,71.868687,3.858072597307718,-5.285903225885519,7,49.949495,0.1373731406371242,-25.47087824873032,11,43.131313
362296ae9de9f9500361faa5b5f9c2a01bdf3cb231cc2256a9d88d16ff2a9d03,96,-121.60088285142416,False,True,False,True,1,False,-2.160088285142417,-25.60628355716937,9,4.545455,2.5670422365836076,-12.500394389926928,5,19.090909,3.492918858578975,0.0,4,51.767677,0.3882938028252967,-34.48754331818739,9,48.181818
6cad33a1f9142468ce39c4195d4397fd354ee6af464419390309766063482ffd,98,4.0903102330278704,False,False,True,True,1,False,1.1967700776759567,0.0,4,34.79798,-2.8452902316247553,-13.35130432987882,4,1.010101,2.5198878541242493,-6.28799001816855,7,33.787879,2.3936902813850116,-28.688282099753387,12,70.606061
