ticker,rulebook_hash,period_label,period_kind,period_order,period_start,period_end,status,passed_gate,fail_reasons,member_score,trade_count,expectancy_pct,profit_factor,win_rate,max_drawdown_pct,fitness,avg_mfe_pct,avg_mae_pct,worst_mae_pct,mfe_positive_rate,exit_reason_distribution,origin_count,origin_train_labels
AAP,00ee3676ab2edaa7c505a9aa18dc0acbd310eb6039842779b3909f12e0191bb1,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -1.0664789685523082}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -32.81046536921121}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.6825888657042505}]",11.103679,21,-1.0664789685523082,0.4334493493456041,28.57142857142857,-32.81046536921121,-110.66478968552309,3.2993739594991656,-3.440244260220041,-9.002699288027951,0.8095238095238095,"{""stop_loss"": 11, ""time_out"": 2, ""trailing"": 8}",1,"[""train_2""]"
AAP,01f1b8178a87b7c62eca3bdea5749b5a92d68ac098cb8481bdf7d97f5920e817,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.7614115257549986}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -41.55146455556413}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.6963325670506472}]",19.698997,38,-0.7614115257549986,0.5911930978301405,50.0,-41.55146455556413,-107.61411525754998,2.80855682712987,-3.0244422693961246,-11.15438442556883,0.868421052631579,"{""stop_loss"": 7, ""time_out"": 31}",1,"[""train_3""]"
AAP,0293b77f30a1eb987ab44caec90b612f05a2d420bef0882949365622556e5a8d,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.05977907664013232}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -23.14420105392814}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.04132634451340378}]",68.394649,16,-0.05977907664013232,0.9734109580738931,62.5,-23.14420105392814,-100.59779076640132,4.569769453291677,-4.377832205032528,-13.214157357930635,0.8125,"{""breakeven_stop"": 6, ""stop_loss"": 2, ""time_out"": 8}",1,"[""train_1""]"
AAP,034927f58da1fe4dcd81146864b30b1dc475d2fe4376d1b857ced9c3a79b15d8,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.7102082675671118}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -28.211835766946948}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.5790048648015117}]",23.913043,23,-0.7102082675671118,0.5320526924971575,26.08695652173913,-28.211835766946948,-107.10208267567111,3.8185411707093158,-3.4837218367277267,-10.75844315702283,0.7391304347826086,"{""fold_end_mark_to_market"": 1, ""stop_loss"": 15, ""time_out"": 2, ""trailing"": 5}",1,"[""train_2""]"
AAP,03845150ffda0cba3c32736afb2daeb2e014c5f77a67a4fa2fa3cb909d8a437d,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.42722777290561276}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -32.414721471522675}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.4876619905987772}]",40.501672,37,-0.42722777290561276,0.7919989515584547,54.054054054054056,-32.414721471522675,-104.27227772905613,2.945558721163094,-3.212389414512765,-10.63064220389406,0.8108108108108109,"{""stop_loss"": 11, ""time_out"": 26}",1,"[""train_3""]"
AAP,03e40da3fb69a82ba467b98e4f4c82b1c8446e0039ae85fa0fe5eaf7f438d049,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.6655388378449709}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -52.49011031508125}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.481814111006784}]",24.013378,38,-0.6655388378449709,0.6650134377334401,50.0,-52.49011031508125,-106.65538837844971,2.7751167224212563,-3.1263261754906573,-10.165210884313726,0.868421052631579,"{""breakeven_stop"": 1, ""stop_loss"": 10, ""time_out"": 27}",1,"[""train_3""]"
AAP,0540104b502b331bb3c97e9d603152aadd159512c47467cc8a8e15630c0bf5af,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": 0.08911825787324944}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -25.353969796096678}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": 0.08084414186689998}]",75.986622,23,0.08911825787324944,1.0428863379741915,65.21739130434783,-25.353969796096678,-40.444593900632206,4.44656620747688,-4.1305795468721165,-12.498102789164475,0.9565217391304348,"{""breakeven_stop"": 6, ""stop_loss"": 3, ""time_out"": 14}",1,"[""train_1""]"
AAP,06132274086e3f1b1939edb650d1ee013799fa40fbb1303dd68760c9212f4506,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.786147662829475}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -27.940388484029945}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.647141905539818}]",20.9699,23,-0.786147662829475,0.4734357451739067,30.434782608695656,-27.940388484029945,-107.86147662829475,3.9805591364506148,-3.083047223342636,-9.002699288027951,0.8695652173913043,"{""stop_loss"": 13, ""time_out"": 1, ""trailing"": 9}",1,"[""train_2""]"
AAP,06ba9ee3e715d33c2c1eec6ba1b0961e017a4a1a94ec6ab5085e9a206a64bff6,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": -0.8301450836606006}, {""metric"": ""max_drawdown_pct"", ""rule"": "">="", ""threshold"": -20.0, ""value"": -31.046733316224106}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": -0.6684641144087704}]",20.468227,25,-0.8301450836606006,0.6218744914234199,32.0,-31.046733316224106,-108.30145083660601,4.314732658333343,-3.141001039068511,-14.440114540478078,0.88,"{""stop_loss"": 13, ""time_out"": 2, ""trailing"": 10}",1,"[""train_2""]"
AAP,079418fed1714fc7524bfb52f3fc7b793bab46e37eb3f9d58d4115ee56fbba04,stress_pre_2022h1,stress,1,2020-06-15,2022-06-30,evaluated,False,"[{""metric"": ""expectancy_pct"", ""rule"": "">="", ""threshold"": 1.0, ""value"": 0.6620351537133674}, {""metric"": ""stress_return_mdd_ratio"", ""rule"": "">"", ""threshold"": 1.0, ""value"": 0.6905076125171654}]",93.177258,18,0.6620351537133674,1.3821492356900251,72.22222222222221,-17.257786229756267,2.806500469618025,4.404235072307157,-3.5775690068676456,-12.498102789164475,0.8888888888888888,"{""breakeven_stop"": 5, ""stop_loss"": 2, ""time_out"": 8, ""trailing"": 3}",1,"[""train_1""]"
