candidate_id,stage,ticker,rulebook_hash,activity_rule_hash,source_file,source_row_index,vol_group_final,classification_method,weight_volume_surge,near_zero,exact_zero,volume_reachability_label,nonvolume_entry_possible_market_cap,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,holdout_n,holdout_avg_pnl_pct,holdout_win_rate_pct,holdout_avg_mae_pct,holdout_worst_mae_pct,holdout_avg_mfe_pct,sample_ok,absolute_good,relative_good,block_reason,v3_overlap_excluded
stage2:GSAT:7d070e5b4580,stage2,GSAT,7d070e5b45801332acb40b018de0a20df6df75e107c290a0830ef19f7a6dd606,7d070e5b45801332acb40b018de0a20df6df75e107c290a0830ef19f7a6dd606,exp_batch_stage123_2009_20260616_full/tickers/GSAT/stage2/survivors.jsonl,1,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,3.0,ma+rsi+bb,20,4.611655403281911,90.0,-3.549398102898889,-13.972283390017855,11.788650878703693,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage2:IDYA:f4581ae32416,stage2,IDYA,f4581ae3241612dd2d680857cedbf456cbb8a3c4c40956cefe8c0071e1f036c0,f4581ae3241612dd2d680857cedbf456cbb8a3c4c40956cefe8c0071e1f036c0,exp_batch_stage123_2009_20260616_full/tickers/IDYA/stage2/survivors.jsonl,1,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,1.0,rsi,16,1.6414707193676508,68.75,-4.435337655073607,-13.373132961899486,6.565050393947989,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAOI:ae213c8001ca,stage3,AAOI,ae213c8001ca59303fd5fde1a029190ef152794f910caaeb1f0d253160a1260f,078adc27c35aa2ba2fa93b443978b44f745c7364fe36b80f1c6a2a0412a4a698,exp_batch_stage123_2009_20260616_full/tickers/AAOI/stage3/final_rulebooks.jsonl,17,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+bb,22,4.235066194994254,63.63636363636363,-8.143408368329325,-31.453050317572522,13.38139531829408,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAOI:c0c59406f865,stage3,AAOI,c0c59406f865af838259f4c69bec0391eaba7d6b28986e7c83b6aacfa3256c66,078adc27c35aa2ba2fa93b443978b44f745c7364fe36b80f1c6a2a0412a4a698,exp_batch_stage123_2009_20260616_full/tickers/AAOI/stage3/final_rulebooks.jsonl,16,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+bb,22,4.734789408401739,63.63636363636363,-8.143408368329325,-31.453050317572522,13.38139531829408,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAOI:e0ab243df98a,stage3,AAOI,e0ab243df98add650c0088d71e7a45d7904343fc464051aff447929802750d71,078adc27c35aa2ba2fa93b443978b44f745c7364fe36b80f1c6a2a0412a4a698,exp_batch_stage123_2009_20260616_full/tickers/AAOI/stage3/final_rulebooks.jsonl,14,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+bb,22,4.9284099056553705,59.09090909090909,-8.960373029101742,-31.453050317572522,12.720001619453031,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:0154152801c6,stage3,AAON,0154152801c64735fbcab2a7fe1bb1c16ad9e96e47b75359dde924e5658ea29f,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,55,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,15,0.327181383380716,53.333333333333336,-5.414212576951983,-11.639655773942426,6.4500027546458165,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:12194937e0a0,stage3,AAON,12194937e0a09689b2b85e4569530621878eec84906845e7965b842f3a67706b,a7f695f7a9942a86ef8d1e2be19c8754620369cb25addeef6caa999c966c3189,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,10,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,1.0,ma,14,1.9627561793441288,50.0,-6.266939706302146,-13.097613248939366,10.659838873970633,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:19975cf5aa18,stage3,AAON,19975cf5aa1810b0c6de88df75c83b53251b36c67ac09fc3b33c2a5eb7e9e15b,725e42f708b24f8d509c09b8de6bcfa6ffee1f3e034662cf639067e0b4f11ee9,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,7,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,25,-0.5009197516859242,40.0,-5.288287398773098,-13.097613248939366,3.253005668485506,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:34aac6eb1caf,stage3,AAON,34aac6eb1cafd2a630d285601f0765b51e44fc4c173e99c530d4e6c1ccd490b7,a7f695f7a9942a86ef8d1e2be19c8754620369cb25addeef6caa999c966c3189,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,12,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,1.0,ma,14,1.744538195649205,50.0,-6.266939706302146,-13.097613248939366,10.659838873970633,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:6be5364ae2b1,stage3,AAON,6be5364ae2b19bffd1eb17918e7b6fd9112f08c6341db2ef951a51cf32fcb6b5,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,56,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,0.0458084009040674,52.63157894736842,-4.960471347992038,-11.639655773942426,6.290602465239325,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:8dc5711e9e50,stage3,AAON,8dc5711e9e50f7af5406d202d2828c9b4a9e0dc544d6cf98ae35cb2b9e592d03,725e42f708b24f8d509c09b8de6bcfa6ffee1f3e034662cf639067e0b4f11ee9,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,9,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,25,-0.5022660356816481,40.0,-5.288287398773098,-13.097613248939366,3.253005668485506,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:a192ab39cdc5,stage3,AAON,a192ab39cdc5142631822bc619734ed518597ae6ce9fa72729af569d20ea91a0,725e42f708b24f8d509c09b8de6bcfa6ffee1f3e034662cf639067e0b4f11ee9,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,8,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,25,-0.5022660356816481,40.0,-5.288287398773098,-13.097613248939366,3.253005668485506,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:b3c8b92e70c7,stage3,AAON,b3c8b92e70c7a49bc9f98e9e62461dc47ecc44ad00970d859fb07fb03c68b380,a7f695f7a9942a86ef8d1e2be19c8754620369cb25addeef6caa999c966c3189,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,11,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,1.0,ma,14,1.7786454528971785,50.0,-6.266939706302146,-13.097613248939366,10.659838873970633,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AAON:e665dbb4d847,stage3,AAON,e665dbb4d8479a1b670304f9b44f3b52af00a79f6d79a7656a210339a9bf70a8,9ae5d2cc461b9845e968417dd25f133f465655767cc4d1d0ed82ae5542899059,exp_batch_stage123_2009_20260616_full/tickers/AAON/stage3/final_rulebooks.jsonl,57,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,0.0458084009040674,52.63157894736842,-4.960471347992038,-11.639655773942426,6.290602465239325,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:ACMR:2b7d27865000,stage3,ACMR,2b7d278650002ca769b1ca01a01908d7d90c04085d1aff66d9c8e0e993d7502c,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,51,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,28,2.7503035351641847,67.85714285714286,-7.155992253646383,-27.9186224203185,9.641705618344753,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:ACMR:7daeccde8862,stage3,ACMR,7daeccde88620890d4406672b01dab1d1cfcb6baa1e6964716701ddb8b7b34df,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,49,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,28,1.5632316404605342,64.28571428571429,-7.488676836475018,-27.9186224203185,8.891869760624742,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:ACMR:c3a9baba8cc8,stage3,ACMR,c3a9baba8cc8cf6205f5a5969706ad5e44bbd3f1042950a5ce40f353d9de4a84,ccb53e9695504e4b7b9229d88bbf8d377e615520e4f699b1ded8c2fb57423392,exp_batch_stage123_2009_20260616_full/tickers/ACMR/stage3/final_rulebooks.jsonl,50,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+rsi,28,2.7503035351641847,67.85714285714286,-7.155992253646383,-27.9186224203185,9.641705618344753,True,True,True,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:53ff3c940c04,stage3,AMBA,53ff3c940c04847f9b775a703ca7813b8ec09a4e61168cb894dddceb60a6fbe2,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,32,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,-0.0033653160217907,31.57894736842105,-5.503037451769514,-12.445464203650479,7.84947148357693,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:59f7fc807feb,stage3,AMBA,59f7fc807feb342e073dd4c44cc424cb1ef0c17854b40749d30bf2792ea61209,dcd5b17dff012abd375d8ed086303a09abb984500761e0bdd2e005382895e8ce,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,53,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0108199477725062,True,False,REACHABLE,True,2.0,ma+macd,24,0.1326904986626846,54.16666666666666,-5.020334182216958,-15.58502093824157,7.607774925897606,True,True,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:5e057e3cfc2d,stage3,AMBA,5e057e3cfc2df98fbb87ebe52f32c9aafde092b1f0cbcfc81836cdbf4520a41e,0790cc7d3d06a8d6ef2d78e6b1bc2035d211ac9627b556cadc8e012b63b0d912,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,31,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,19,0.0191785200573366,31.57894736842105,-5.503037451769514,-12.445464203650479,7.7469243257028895,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
stage3:AMBA:5ee6f7d57fac,stage3,AMBA,5ee6f7d57faca6fa4107f7159aaa8c5cbc6e6776d8cd857d7274fa505a697815,990f1c5d23cd89e7ff3dcb1e9ecdc8e9e3e1f0f568bb246c44d84118d159e69d,exp_batch_stage123_2009_20260616_full/tickers/AMBA/stage3/final_rulebooks.jsonl,9,HIGH_VOL,EXACT_FROZEN_IS_STD20_TERCILE,0.0,True,True,REACHABLE,True,2.0,ma+macd,14,-1.566115805590648,50.0,-9.350480753585412,-21.092952658496237,10.78779017160384,True,False,False,HIGH_VOL_VOLUME_BLIND_AND_ABS_WEIGHT_VOLUME_SURGE_LTE_0_05_AND_V3_PASS,False
