path,path_kind,original_type,second_pass_type,operational_reachable,open_file_handle,active_reference_count,active_reference_trace,size_bytes,size_mib,file_count,last_modified_kst,days_since_modified,safety_verdict,evidence
logs/elite_strategy_sim_20260701_133052_entry_quality_reset.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,26509510,25.281439,1,2026-07-07T23:45:46.747942+09:00,2.987,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/run_live_lr8d16_legacy_20260702_134511_chart_exit_tp_sl.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,22653348,21.603916,1,2026-07-07T21:58:22.836482+09:00,3.061,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/run_live_central_off_rollback.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,20457503,19.509795,1,2026-06-25T10:36:53.615681+09:00,15.534,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_lr8d16_legacy_20260630_141541_command_server.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,10838308,10.336216,1,2026-07-02T22:40:04.999672+09:00,8.032,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_152134_mtm_1m_high_low.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,6683951,6.374312,1,2026-07-07T23:45:46.539943+09:00,2.987,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260703_072010_chart_exit_pct_priority.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,6480596,6.180378,1,2026-07-07T21:21:33.829437+09:00,3.087,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_semiauto_20260625_154428.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,6430794,6.132883,1,2026-06-26T03:38:54.796937+09:00,14.825,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_1_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5888882,5.616076,1,2026-07-06T19:30:26.744086+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_0_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5855030,5.583792,1,2026-07-06T19:30:27.695084+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_5_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5845120,5.574341,1,2026-07-06T19:30:28.335083+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_2_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5831047,5.56092,1,2026-07-06T19:30:07.456120+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_3_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5765893,5.498784,1,2026-07-06T19:30:33.132074+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/lr8d_multientity_stage1pass_pruned_20260630_shard6_4_20260629_203720.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5742612,5.476582,1,2026-07-06T19:30:31.371078+09:00,4.164,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/run_live_lr8d16_candidate_only_20260707_172509.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5495762,5.241167,1,2026-07-09T02:09:26.409613+09:00,1.887,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/honest_stage01_full_20260616.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,5367192,5.118553,1,2026-06-16T16:01:47.021816+09:00,24.309,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_next_open_opening_price_guard_20260629_142606.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,4346447,4.145095,1,2026-06-30T00:45:07.179142+09:00,10.945,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260630_153017.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,3905755,3.724818,1,2026-07-01T22:19:06.305582+09:00,9.047,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_strategy_sim_20260630_175538_interval60.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,3667428,3.497532,1,2026-07-01T22:24:13.152033+09:00,9.043,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_next_open_atr_hydration_retry_20260629_133333.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,2958960,2.821884,1,2026-06-29T23:26:07.836619+09:00,11.0,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/stage2_rerun_pop100_20260611_173814.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,2460757,2.346761,1,2026-06-12T23:06:38.580066+09:00,28.014,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_8slot_stage3mix_filtered_20260626_125753.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,2307885,2.200971,1,2026-06-26T22:50:18.279300+09:00,14.025,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260701_134044_today_fresh_start.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1948342,1.858084,1,2026-07-02T09:33:55.532135+09:00,8.578,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_aftermarket_20260629_211019_prepost.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1840297,1.755044,1,2026-06-30T23:16:28.636039+09:00,10.007,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_20260625_193049.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1777047,1.694724,1,2026-06-26T10:27:45.616032+09:00,14.541,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_early_exit_indicator_20260629_130139.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1612821,1.538106,1,2026-06-30T06:02:50.955044+09:00,10.725,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_semiauto_retry_20260625_185052.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1433900,1.367474,1,2026-06-26T04:28:40.897595+09:00,14.79,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_8slot_20260625_193604.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1393502,1.328947,1,2026-06-26T11:52:41.874910+09:00,14.482,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_candidate_only_8001_restart_20260709_132458.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1235620,1.178379,1,2026-07-10T02:16:21.740181+09:00,0.882,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_lr8d16_legacy_20260629_154830.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1234868,1.177662,1,2026-06-30T05:42:31.671225+09:00,10.739,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/api_server_candidate_only_20260707_172501.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1225366,1.1686,1,2026-07-08T06:36:26.905649+09:00,2.701,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/run_live_lr8d16_legacy_20260707_152413_restart_after_dashboard_down.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,1089536,1.039062,1,2026-07-08T01:13:25.582526+09:00,2.926,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_candidate_slots_daemon_restart_20260709_141840.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,887878,0.846746,1,2026-07-10T22:30:02.106769+09:00,0.039,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/elite_shadow_trader_20260702_064113_p0_state_lock.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,710964,0.678028,1,2026-07-02T19:21:12.056030+09:00,8.17,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/honest_stage01_full_w2_20260616.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,681489,0.649919,1,2026-06-16T16:08:48.382061+09:00,24.304,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_next_open_dashboard_metrics_20260629_114917.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,654731,0.6244,1,2026-06-29T22:33:40.211250+09:00,11.037,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
logs/live_lr8d16_legacy_20260629_211019_prepost_price.log,file,LOG_ARTIFACT,ROTATED_OR_FINISHED_LOG,X,X,0,,558573,0.532697,1,2026-06-30T22:56:49.905148+09:00,10.021,DELETE_OK,열린 핸들·활성 참조 없는 회전/실험 로그
data/logs/kingmaker.2026-06-22_00-21-23_266629.log.zip,file,UNREACHED_FILE,ROTATED_OR_FINISHED_LOG,X,X,0,,544042,0.518839,1,2026-06-23T09:00:27.995384+09:00,17.601,DELETE_OK,열린 핸들·활성 참조가 없는 압축 회전 로그
