candidate_id,stage,ticker,rulebook_hash,source_file,source_row_index,vol_group_final,classification_method,classification_metric,classification_value,classification_limit,signal_threshold,market_multiplier_cap,market_adjustment_strength,use_market_entry_adjustment,weight_ma_align,weight_macd_golden,weight_rsi_zone,weight_bb_near_lower,weight_volume_surge,volume_weight_near_zero,nonvolume_weight_sum,nonvolume_market_cap_final_score,nonvolume_market_cap_threshold_margin,market_cap_nonvolume_min_count,market_cap_nonvolume_subset,neutral_nonvolume_min_count,neutral_nonvolume_subset,nonvolume_entry_possible_market_cap,risk_high_vol_volume_blind,risk_reason,scope_status,origin_complete_bool,boil_existing_bool,ce_existing_fail_bool,history_avg_atr_pct,legacy_candidate_vol_group,legacy_boil_check,base_n,base_avg_pnl_pct,base_win_rate_pct,holdout_n,holdout_avg_pnl_pct,holdout_win_rate_pct
stage2:AMR:2a3731aca0ce,stage2,AMR,2a3731aca0ce1f6807c0ece8ecc88d2a7276c69dfd83fb00210fdb61fef0c351,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage2/survivors.jsonl,1,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,2.675351790048629,1.0406029819827578,0.0406029819827578,True,0.120517776026022,0.4437032401233051,1.2029096307100593,0.5587330048936575,1.815130358564037,False,2.325863651753044,2.4203006516995242,-0.255051138349105,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,6.050858057295769,HIGH_VOL,PASS,46,3.769788009665021,80.43478260869566,18,2.1625941427578,72.22222222222221
stage2:AMR:9f8db74bfa16,stage2,AMR,9f8db74bfa16a8f12b107e3f62ce879a1c7d05bc86e3d718ec918be90b3c1994,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage2/survivors.jsonl,2,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,2.675351790048629,1.0406029819827578,0.0406029819827578,True,0.1385880297057607,0.2378226384888203,1.2029096307100593,0.6907338485189785,1.815130358564037,False,2.2700541474236187,2.3622251150713445,-0.31312667497728475,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,6.1070404563326335,HIGH_VOL,PASS,45,3.928486382490645,82.22222222222221,17,2.005108087223063,64.70588235294117
stage2:AMR:c58a4a8bf456,stage2,AMR,c58a4a8bf456e14be930cf70b3e040b8c9c5f5e81ac26bffa1cad3e5573bcf71,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage2/survivors.jsonl,3,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,2.675351790048629,1.0,0.2595850880074017,False,0.1385880297057607,0.0,1.206822697029001,0.6907338485189785,1.815130358564037,False,2.03614457525374,2.03614457525374,-0.6392072147948893,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,6.118248944733074,HIGH_VOL,PASS,43,4.2520309290677645,83.72093023255815,17,1.787945561218511,64.70588235294117
stage3:AMR:05a490b2d636,stage3,AMR,05a490b2d63605b430ab42d8cecc68879a876ed718b2782aead6b7623302c039,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,2,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.0277874765467265,1.0,0.0305693651458178,False,0.0,1.1605962882473642,0.0,1.0346155677730786,0.1041288203882808,False,2.1952118560204426,2.1952118560204426,-0.832575620526284,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,14.239634292810848,HIGH_VOL,PASS,11,6.77669473679114,100.0,9,5.872487781061567,77.77777777777779
stage3:AMR:0ad0bbff0b52,stage3,AMR,0ad0bbff0b52066abd015b7811a6f1918a476f77d00ed630586e5d6657b978eb,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,44,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.378470974393236,1.0,0.0169459207702978,False,0.7782917465552213,0.5072613522002156,0.2761078552069229,1.5932082100377338,1.0504424049025969,False,3.1548691640000937,3.1548691640000937,-0.2236018103931423,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,False,False,False,9.164874085999044,HIGH_VOL,PASS,21,3.216167426463244,76.19047619047619,7,0.8806562945906948,57.14285714285714
stage3:AMR:0e4d7c7b3b3b,stage3,AMR,0e4d7c7b3b3b481c108498450d877efc4086eac4a016fc60e5ea1d2d814b4584,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,14,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.5017683904393344,1.0,0.1542983530407072,False,0.0,1.8544339730872283,0.0,1.3003110711514196,1.0504424049025969,False,3.154745044238648,3.154745044238648,-0.3470233462006864,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,4.9271168592885575,NON_HIGH_VOL_PROXY,PASS,7,6.462343230724299,100.0,3,14.134650291279224,100.0
stage3:AMR:250325b4f0f5,stage3,AMR,250325b4f0f59dc2d83d99e4bc8824ec5526f16e07b74a81083eee03cd96aee7,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,15,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.5017683904393344,1.0,0.1542983530407072,False,0.0,1.8544339730872283,0.0,1.3003110711514196,1.0504424049025969,False,3.154745044238648,3.154745044238648,-0.3470233462006864,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,10.00676842618152,HIGH_VOL,PASS,7,6.393414753227614,100.0,3,14.064735391727766,100.0
stage3:AMR:3893de0d7d92,stage3,AMR,3893de0d7d925c533d4ed00fcfc0f4ec22b3f5d7bc973253edfeeb6b590c41c9,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,13,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.5017683904393344,1.0,0.1542983530407072,False,0.0,1.8544339730872283,0.0,1.3003110711514196,1.0504424049025969,False,3.154745044238648,3.154745044238648,-0.3470233462006864,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,True,False,False,10.247530513695304,HIGH_VOL,PASS,7,6.518785913387743,100.0,4,4.430927839098748,100.0
stage3:AMR:3cebfbf989ce,stage3,AMR,3cebfbf989ce1acc63d0e5d2afc55c8eaf7bb22550b343ab0b58ad6b28291045,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,18,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.0277874765467265,1.0,0.0305693651458178,False,0.0,1.1605962882473642,0.3214090282848535,1.4586235966634726,0.5957781451103301,False,2.9406289131956904,2.9406289131956904,-0.08715856335103611,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,False,False,False,10.511972294587686,HIGH_VOL,PASS,12,6.31938936415033,66.66666666666666,15,1.3083044948381677,46.66666666666666
stage3:AMR:4877b71a4531,stage3,AMR,4877b71a45314bbc779b234f396d41dbefdb8e917849eee1efacccce9b94f4d8,exp_batch_stage123_2009_20260616_full/tickers/AMR/stage3/final_rulebooks.jsonl,37,HIGH_VOL,ATR_PROXY_TICKER_MEDIAN,MEDIAN_CANDIDATE_HISTORY_ATR_PCT,11.802805526002217,proxy from median candidate trade-entry ATR; not exact full-ticker IS std20 tercile,3.378470974393236,1.0,0.0169459207702978,False,0.7782917465552213,0.5072613522002156,0.2761078552069229,1.5932082100377338,1.0504424049025969,False,3.1548691640000937,3.1548691640000937,-0.2236018103931423,,,,,False,False,,HIGH_VOL_NOT_POSSIBLE_WITHOUT_VOLUME,False,False,False,9.197081360516732,HIGH_VOL,PASS,17,5.172010149812707,64.70588235294117,5,1.831741607435535,60.0
