candidate_id,stage,ticker,rulebook_hash,signal_date,regime,signal_price,future_high_1,future_high_2,future_max_high,forward_max_return_pct,label_2d3pct,high5,low5,close_d1,ret_d5_pct,ret_d4_pct,ret_d3_pct,ret_d2_pct,ret_d1_pct,cumulative_ret5_pct,up_days5,down_days5,days_since_high5,close_pos5,pullback_from_high5_pct,single_up_day5_pct,fade_after_surge_score,recent_turn_down
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-01,stress,244.75,254.0,255.75999450683594,255.75999450683594,4.498465579912536,1,253.5399932861328,230.39999389648438,244.05999755859375,5.244992636837753,1.4007557551568794,-3.701043728702913,2.645109852211802,-1.4217643777476585,3.9880701883501457,3,2,2,0.5903199663963737,3.8842890364542804,5.244992636837753,5.244992636837753,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-04-20,stress,231.47000122070312,239.47999572753906,242.97999572753906,242.97999572753906,4.972564239916921,1,254.97000122070312,238.88999938964844,243.41000366210938,-0.3971141119314514,0.1771988424680515,0.20100502512563345,-2.074221933378262,-0.274499411635154,-2.3626150491565023,2,3,3,0.28109476105479214,4.749187537353983,0.20100502512563345,2.5440326431359184,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-05-06,stress,221.0,226.0,226.0,226.0,2.262443438914019,0,244.4199981689453,226.8699951171875,234.0,0.1956827501365055,0.0849135775819354,-0.02545181338020619,-2.253149573492663,1.5801351710384104,-0.45518666392133644,3,2,0,0.4062680138450664,4.452990670489454,1.5801351710384104,0.9042999614576219,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-10,stress,206.8699951171875,213.3000030517578,211.75,213.3000030517578,3.1082361320344365,1,221.2899932861328,213.36000061035156,214.5399932861328,-2.5400359932573613,0.5230948993956153,-0.5664267843016435,1.0513172896031486,-1.672858111935549,-3.207760345652022,2,3,0,0.1488012314796998,3.1462665289625047,1.0513172896031486,1.1622227682893116,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-06-18,stress,194.85000610351562,203.3800048828125,202.72000122070312,203.3800048828125,4.377725692636236,1,213.3000030517578,197.75,200.61000061035156,2.010926553052239,-1.767519191164868,-2.3154862426892353,0.009878653067119103,-0.9431185175859169,-3.026052426447723,2,3,4,0.18392283273721033,6.325707792631063,2.010926553052239,2.9442595849773934,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-09,stress,192.52999877929688,193.4600067138672,192.6699981689453,193.4600067138672,0.48304572818098634,0,200.61000061035156,183.22000122070312,188.6999969482422,1.8195869996375569,-1.2150022332384713,-1.9730466905014343,-1.019446340802277,-0.3327549129665486,-2.7319603359576394,1,4,3,0.31512339964779307,6.3116077661496295,1.8195869996375569,3.1683959956223084,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-07-19,stress,174.94000244140625,189.47999572753906,197.44000244140625,197.44000244140625,12.861552352805106,1,195.82000732421875,181.19000244140625,182.25999450683594,0.3687771871234924,-2.0647926825406837,-1.4900963404062106,0.8528732817389972,-3.06350900688106,-5.3342358788636135,2,3,2,0.0731368221678946,7.4399282486943275,0.8528732817389972,2.6055407620689253,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-08-11,stress,198.33999633789062,197.1699981689453,195.3000030517578,197.1699981689453,-0.5898952256468304,0,197.30999755859375,182.72999572753906,194.74000549316406,-1.8442925870541083,3.811887750482512,-0.24444854124884285,-1.1939564694917748,2.759754703142825,3.2063188157711364,2,3,0,0.8237317048921262,1.3197042173853202,3.811887750482512,3.811887750482512,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-09-27,stress,208.1699981689453,210.0,206.8300018310547,210.0,0.8790900932657442,0,208.82000732421875,189.57000732421875,206.9199981689453,-0.5047443133704421,-2.300789328621078,3.4773888055584123,2.5900961955736213,2.233203759271185,5.496073627430542,3,2,0,0.9012982257000812,0.9182337000226193,3.4773888055584123,3.4773888055584123,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-10-26,stress,180.82000732421875,182.00999450683594,180.5500030517578,182.00999450683594,0.6581059254596067,0,191.27999877929688,182.77999877929688,183.82000732421875,-0.2708558739289657,-0.5325380799343415,0.15526745198481962,-1.6785238282454373,-0.059797398979066774,-2.373990186043129,1,4,4,0.12235394646139706,4.058313109475797,0.15526745198481962,1.8925849656187932,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-11-26,stress,174.58999633789062,179.99000549316406,173.52999877929688,179.99000549316406,3.0929659594141956,1,189.85000610351562,179.8800048828125,185.57000732421875,-1.5386250127644052,-0.9841068996391811,1.223244622593267,-0.0053919436788008035,0.11869501670276339,-1.2032127374777435,2,3,2,0.5707123114078183,2.3064065368166187,1.223244622593267,1.223244622593267,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2021-12-17,stress,176.72000122070312,177.77000427246094,188.50999450683594,188.50999450683594,6.671567001297407,1,193.00999450683594,170.83999633789062,172.19000244140625,-2.9633527026750706,-3.215707118183253,-1.1038080791789806,0.7440853267385084,-3.653759363638831,-9.848166261043845,1,4,4,0.06089337911658693,12.091289720792254,0.7440853267385084,2.936861124199497,1
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-01-07,stress,178.22000122070312,180.25999450683594,183.64999389648438,183.64999389648438,3.04679196419535,1,195.66000366210938,175.1999969482422,177.60000610351562,-1.0318070534697021,2.090463966242706,1.1626086704284555,-8.826423985802379,0.8403423957304534,-6.026773405253127,3,2,2,0.11730246176541,10.168917194781702,2.090463966242706,10.150717739094262,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-08-09,train,104.19999694824219,107.75,111.87999725341797,111.87999725341797,7.370441967470076,1,118.2699966430664,110.0,111.2300033569336,-3.8222506317452942,4.186577789872925,-2.4551859758103256,-3.980142577051604,0.8888919337266099,-5.311992678067479,2,3,3,0.14873081695442197,6.329221499294291,4.186577789872925,7.313207599516147,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-08-22,train,98.02999877929688,98.9000015258789,98.80000305175781,98.9000015258789,0.8874862362701297,0,112.83999633789062,101.38999938964844,102.47000122070312,1.1917816286588723,1.3861265145520107,-5.298901001808797,-0.4057372066007314,-2.9180499687379124,-6.059773101754495,2,3,4,0.09432332916215233,10.120030246561896,1.3861265145520107,4.698074075460279,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2022-09-09,train,99.8499984741211,102.48999786376953,99.04000091552734,102.48999786376953,2.643965378059243,0,99.93000030517578,93.30999755859375,97.9800033569336,-0.010364908010851437,-0.9949208267452159,-0.3140326873198873,1.8481512598915506,1.020729472078763,1.5336822351643464,2,3,0,0.7054386496668767,1.9901988991962938,1.8481512598915506,0.0,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2023-01-20,train,85.5199966430664,86.5,85.36000061035156,86.5,1.1459347467280834,0,83.1500015258789,78.05999755859375,81.25,2.9841250465029834,-2.2687994728850303,1.8294182553136418,-0.8920842880317137,1.5751996123019918,3.1746031746031855,3,2,1,0.6267190481400929,2.338463416466352,2.9841250465029834,2.9841250465029834,0
stage2:ALGT:402f72d48c3c,stage2,ALGT,402f72d48c3cd87bae620e2c2c803420787f9ba6b893612d67f754c55a1b14bd,2023-02-15,train,103.08000183105469,102.23999786376953,101.05000305175781,102.23999786376953,-0.8149048819982574,0,99.22000122070312,89.37999725341797,95.36000061035156,-3.1507925999631925,-2.2866614376646943,-3.2230600047280955,1.8135786278344002,2.947213038844021,-4.006438367484622,2,3,4,0.6077236733659029,4.047819406088116,2.947213038844021,0.0,0
